Severity	Code	Description	Project	File	Line	Suppression State
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(unknown_field_set.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(generated_message_reflection.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(message.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(reflection_ops.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(wire_format.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(wire_format_lite.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(implicit_weak_message.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(zero_copy_stream.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(zero_copy_stream_impl_lite.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(extension_set.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(descriptor.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(strutil.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(any_lite.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(any.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(tokenizer.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(dynamic_message.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(map_field.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(strtod.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(zero_copy_stream_impl.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(status.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(structurally_valid.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(extension_set_heavy.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(stringprintf.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(descriptor.pb.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(descriptor_database.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(substitute.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libprotobuf.lib(io_win32.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale0.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(iosptrs.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xstol.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xstoul.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xstoll.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xstoull.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlock.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xstrcoll.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xdateord.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xwcscoll.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xwcsxfrm.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xstrxfrm.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xmtx.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(StlCompareStringA.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(StlCompareStringW.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(StlLCMapStringW.obj)	1	
Error	LNK2038	mismatch detected for 'RuntimeLibrary': value 'MT_StaticRelease' doesn't match value 'MD_DynamicRelease' in ArgParser.obj	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(StlLCMapStringA.obj)	1	
Error	C1083	Cannot open include file: 'gmock/gmock.h': No such file or directory	TestArgParser	C:\Users\VonRansak\Bots\sc2autoobserver\test\ArgParser.test.cpp	3	
Error	LNK2005	"void __cdecl std::_Facet_Register(class std::_Facet_base *)" (?_Facet_Register@std@@YAXPEAV_Facet_base@1@@Z) already defined in msvcprt.lib(locale0_implib.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale0.obj)	1	
Error	LNK2005	"public: __cdecl std::_Lockit::~_Lockit(void)" (??1_Lockit@std@@QEAA@XZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlock.obj)	1	
Error	LNK2005	"public: __cdecl std::_Lockit::_Lockit(int)" (??0_Lockit@std@@QEAA@H@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlock.obj)	1	
Error	LNK2005	"public: __cdecl std::locale::id::operator unsigned __int64(void)" (??Bid@locale@std@@QEAA_KXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: __cdecl std::locale::id::operator unsigned __int64(void)" (??Bid@locale@std@@QEAA_KXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2005	"public: __cdecl std::locale::id::operator unsigned __int64(void)" (??Bid@locale@std@@QEAA_KXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: __cdecl std::basic_ostream<char,struct std::char_traits<char> >::basic_ostream<char,struct std::char_traits<char> >(class std::basic_streambuf<char,struct std::char_traits<char> > *,bool)" (??0?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAA@PEAV?$basic_streambuf@DU?$char_traits@D@std@@@1@_N@Z) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: void __cdecl std::basic_ostream<char,struct std::char_traits<char> >::_Osfx(void)" (?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAXXZ) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: virtual __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::~basic_streambuf<char,struct std::char_traits<char> >(void)" (??1?$basic_streambuf@DU?$char_traits@D@std@@@std@@UEAA@XZ) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: virtual __cdecl std::basic_ostream<char,struct std::char_traits<char> >::~basic_ostream<char,struct std::char_traits<char> >(void)" (??1?$basic_ostream@DU?$char_traits@D@std@@@std@@UEAA@XZ) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: virtual __cdecl std::basic_ios<char,struct std::char_traits<char> >::~basic_ios<char,struct std::char_traits<char> >(void)" (??1?$basic_ios@DU?$char_traits@D@std@@@std@@UEAA@XZ) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: unsigned short const * __cdecl std::_Locinfo::_W_Getmonths(void)const " (?_W_Getmonths@_Locinfo@std@@QEBAPEBGXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2005	"public: unsigned short const * __cdecl std::_Locinfo::_W_Getmonths(void)const " (?_W_Getmonths@_Locinfo@std@@QEBAPEBGXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: unsigned short const * __cdecl std::_Locinfo::_W_Getdays(void)const " (?_W_Getdays@_Locinfo@std@@QEBAPEBGXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2005	"public: unsigned short const * __cdecl std::_Locinfo::_W_Getdays(void)const " (?_W_Getdays@_Locinfo@std@@QEBAPEBGXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: struct _Cvtvec __cdecl std::_Locinfo::_Getcvt(void)const " (?_Getcvt@_Locinfo@std@@QEBA?AU_Cvtvec@@XZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: struct _Cvtvec __cdecl std::_Locinfo::_Getcvt(void)const " (?_Getcvt@_Locinfo@std@@QEBA?AU_Cvtvec@@XZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2005	"public: struct _Cvtvec __cdecl std::_Locinfo::_Getcvt(void)const " (?_Getcvt@_Locinfo@std@@QEBA?AU_Cvtvec@@XZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: static void __cdecl std::_Locinfo::_Locinfo_dtor(class std::_Locinfo *)" (?_Locinfo_dtor@_Locinfo@std@@SAXPEAV12@@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale0.obj)	1	
Error	LNK2005	"public: static void __cdecl std::_Locinfo::_Locinfo_ctor(class std::_Locinfo *,char const *)" (?_Locinfo_ctor@_Locinfo@std@@SAXPEAV12@PEBD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale0.obj)	1	
Error	LNK2005	"public: static unsigned __int64 __cdecl std::codecvt<char,char,struct _Mbstatet>::_Getcat(class std::locale::facet const * *,class std::locale const *)" (?_Getcat@?$codecvt@DDU_Mbstatet@@@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: int __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::sputc(char)" (?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: int __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::sputc(char)" (?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: int __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)" (?sgetc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: int __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::sgetc(void)" (?sgetc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: int __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)" (?sbumpc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: int __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void)" (?sbumpc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: class std::_Yarn<char> & __cdecl std::_Yarn<char>::operator=(char const *)" (??4?$_Yarn@D@std@@QEAAAEAV01@PEBD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale0.obj)	1	
Error	LNK2005	"public: class std::_Yarn<char> & __cdecl std::_Yarn<char>::operator=(char const *)" (??4?$_Yarn@D@std@@QEAAAEAV01@PEBD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"public: class std::_Yarn<char> & __cdecl std::_Yarn<char>::operator=(char const *)" (??4?$_Yarn@D@std@@QEAAAEAV01@PEBD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2005	"public: class std::_Yarn<char> & __cdecl std::_Yarn<char>::operator=(char const *)" (??4?$_Yarn@D@std@@QEAAAEAV01@PEBD@Z) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
Error	LNK2005	"public: class std::basic_ostream<char,struct std::char_traits<char> > & __cdecl std::basic_ostream<char,struct std::char_traits<char> >::write(char const *,__int64)" (?write@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@PEBD_J@Z) already defined in libprotobuf.lib(zero_copy_stream_impl.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: class std::basic_ostream<char,struct std::char_traits<char> > & __cdecl std::basic_ostream<char,struct std::char_traits<char> >::flush(void)" (?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@XZ) already defined in libprotobuf.lib(zero_copy_stream_impl.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"public: bool __cdecl std::basic_istream<char,struct std::char_traits<char> >::_Ipfx(bool)" (?_Ipfx@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA_N_N@Z) already defined in libprotobuf.lib(zero_copy_stream_impl.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"protected: virtual __int64 __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::xsputn(char const *,__int64)" (?xsputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JPEBD_J@Z) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"protected: virtual __int64 __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::xsgetn(char *,__int64)" (?xsgetn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JPEAD_J@Z) already defined in libprotobuf.lib(int128.obj)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\msvcprt.lib(MSVCP140.dll)	1	
Error	LNK2005	"protected: virtual __cdecl std::codecvt<wchar_t,char,struct _Mbstatet>::~codecvt<wchar_t,char,struct _Mbstatet>(void)" (??1?$codecvt@_WDU_Mbstatet@@@std@@MEAA@XZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(wlocale.obj)	1	
Error	LNK2005	"protected: char * __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::_Pninc(void)" (?_Pninc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAAPEADXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(locale.obj)	1	
Error	LNK2005	"protected: char * __cdecl std::basic_streambuf<char,struct std::char_traits<char> >::_Pninc(void)" (?_Pninc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAAPEADXZ) already defined in msvcprt.lib(MSVCP140.dll)	Observer	C:\Users\VonRansak\Bots\sc2autoobserver\build\src\libcpmt.lib(xlocale.obj)	1	
